日時,ステータス,経過秒数
2026-03-10 05:00:00,電源断,12450
2026-03-10 08:27:30,段取り,170
2026-03-10 08:30:20,自動停止,10
2026-03-10 08:30:30,段取り,1760
2026-03-10 08:59:50,アラーム,10
2026-03-10 09:00:00,段取り,370
2026-03-10 09:06:10,アラーム,30
2026-03-10 09:06:40,段取り,10
2026-03-10 09:06:50,アラーム,10
2026-03-10 09:07:00,段取り,20
2026-03-10 09:07:20,アラーム,20
2026-03-10 09:07:40,段取り,10
2026-03-10 09:07:50,アラーム,10
2026-03-10 09:08:00,段取り,10
2026-03-10 09:08:10,アラーム,20
2026-03-10 09:08:30,段取り,20
2026-03-10 09:08:50,アラーム,30
2026-03-10 09:09:20,段取り,10
2026-03-10 09:09:30,アラーム,30
2026-03-10 09:10:00,段取り,140
2026-03-10 09:12:20,自動停止,20
2026-03-10 09:12:40,段取り,60
2026-03-10 09:13:40,自動起動,30
2026-03-10 09:14:10,自動停止,30
2026-03-10 09:14:40,自動起動,20
2026-03-10 09:15:00,自動停止,10
2026-03-10 09:15:10,自動起動,70
2026-03-10 09:16:20,自動停止,20
2026-03-10 09:16:40,自動起動,30
2026-03-10 09:17:10,自動停止,80
2026-03-10 09:18:30,自動起動,10
2026-03-10 09:18:40,自動停止,10
2026-03-10 09:18:50,段取り,110
2026-03-10 09:20:40,自動停止,10
2026-03-10 09:20:50,段取り,170
2026-03-10 09:23:40,自動停止,10
2026-03-10 09:23:50,自動起動,20
2026-03-10 09:24:10,自動停止,10
2026-03-10 09:24:20,自動起動,50
2026-03-10 09:25:10,自動停止,30
2026-03-10 09:25:40,段取り,10
2026-03-10 09:25:50,自動停止,10
2026-03-10 09:26:00,段取り,20
2026-03-10 09:26:20,自動起動,50
2026-03-10 09:27:10,自動停止,10
2026-03-10 09:27:20,自動起動,110
2026-03-10 09:29:10,自動停止,10
2026-03-10 09:29:20,自動起動,140
2026-03-10 09:31:40,自動停止,70
2026-03-10 09:32:50,自動起動,10
2026-03-10 09:33:00,段取り,30
2026-03-10 09:33:30,自動停止,40
2026-03-10 09:34:10,自動起動,50
2026-03-10 09:35:00,自動停止,20
2026-03-10 09:35:20,自動起動,10
2026-03-10 09:35:30,段取り,30
2026-03-10 09:36:00,自動停止,10
2026-03-10 09:36:10,自動起動,380
2026-03-10 09:42:30,アラーム,140
2026-03-10 09:44:50,自動起動,240
2026-03-10 09:48:50,自動停止,20
2026-03-10 09:49:10,自動起動,20
2026-03-10 09:49:30,自動停止,10
2026-03-10 09:49:40,自動起動,1340
2026-03-10 10:12:00,アラーム,330
2026-03-10 10:17:30,自動起動,1550
2026-03-10 10:43:20,自動停止,50
2026-03-10 10:44:10,自動起動,1550
2026-03-10 11:10:00,自動停止,60
2026-03-10 11:11:00,自動起動,2930
2026-03-10 11:59:50,自動停止,140
2026-03-10 12:02:10,段取り,2910
2026-03-10 12:50:40,自動停止,50
2026-03-10 12:51:30,段取り,740
2026-03-10 13:03:50,アラーム,20
2026-03-10 13:04:10,段取り,20
2026-03-10 13:04:30,アラーム,30
2026-03-10 13:05:00,段取り,30
2026-03-10 13:05:30,アラーム,40
2026-03-10 13:06:10,段取り,20
2026-03-10 13:06:30,自動停止,90
2026-03-10 13:08:00,段取り,410
2026-03-10 13:14:50,アラーム,10
2026-03-10 13:15:00,段取り,30
2026-03-10 13:15:30,自動停止,10
2026-03-10 13:15:40,段取り,90
2026-03-10 13:17:10,自動停止,2000
2026-03-10 13:50:30,段取り,30
2026-03-10 13:51:00,アラーム,30
2026-03-10 13:51:30,段取り,80
2026-03-10 13:52:50,自動停止,10
2026-03-10 13:53:00,自動起動,10
2026-03-10 13:53:10,自動停止,10
2026-03-10 13:53:20,自動起動,20
2026-03-10 13:53:40,自動停止,220
2026-03-10 13:57:20,段取り,60
2026-03-10 13:58:20,自動起動,10
