日時,ステータス,経過秒数
2026-05-21 05:00:00,電源断,12880
2026-05-21 08:34:40,段取り,1540
2026-05-21 09:00:20,自動停止,60
2026-05-21 09:01:20,段取り,30
2026-05-21 09:01:50,自動停止,230
2026-05-21 09:05:40,アラーム,20
2026-05-21 09:06:00,自動停止,10
2026-05-21 09:06:10,アラーム,50
2026-05-21 09:07:00,自動停止,10
2026-05-21 09:07:10,アラーム,130
2026-05-21 09:09:20,自動停止,10
2026-05-21 09:09:30,アラーム,10
2026-05-21 09:09:40,自動停止,10
2026-05-21 09:09:50,アラーム,40
2026-05-21 09:10:30,自動停止,430
2026-05-21 09:17:40,アラーム,10
2026-05-21 09:17:50,自動停止,10
2026-05-21 09:18:00,アラーム,40
2026-05-21 09:18:40,自動停止,50
2026-05-21 09:19:30,段取り,320
2026-05-21 09:24:50,自動起動,2
2026-05-21 09:24:51,パレチェン,10
2026-05-21 09:24:52,自動起動,18
2026-05-21 09:25:10,自動停止,10
2026-05-21 09:25:20,自動起動,40
2026-05-21 09:26:00,自動停止,20
2026-05-21 09:26:20,自動起動,10
2026-05-21 09:26:30,自動停止,160
2026-05-21 09:29:10,自動起動,641
2026-05-21 09:39:50,パレチェン,10
2026-05-21 09:39:51,自動起動,9
2026-05-21 09:40:00,自動停止,70
2026-05-21 09:41:10,アラーム,160
2026-05-21 09:43:50,自動停止,10
2026-05-21 09:44:00,自動起動,30
2026-05-21 09:44:29,パレチェン,10
2026-05-21 09:44:30,自動起動,685
2026-05-21 09:55:54,パレチェン,10
2026-05-21 09:55:55,自動起動,553
2026-05-21 10:05:08,パレチェン,10
2026-05-21 10:05:08,自動起動,1216
2026-05-21 10:25:23,パレチェン,10
2026-05-21 10:25:24,自動起動,553
2026-05-21 10:34:37,パレチェン,10
2026-05-21 10:34:37,自動起動,696
2026-05-21 10:46:12,パレチェン,10
2026-05-21 10:46:13,自動起動,556
2026-05-21 10:55:29,パレチェン,10
2026-05-21 10:55:29,自動起動,692
2026-05-21 11:07:01,パレチェン,10
2026-05-21 11:07:01,自動起動,557
2026-05-21 11:16:17,パレチェン,10
2026-05-21 11:16:18,自動起動,697
2026-05-21 11:27:54,パレチェン,10
2026-05-21 11:27:55,自動起動,551
2026-05-21 11:37:05,パレチェン,10
2026-05-21 11:37:06,自動起動,692
2026-05-21 11:48:37,パレチェン,10
2026-05-21 11:48:38,自動起動,552
2026-05-21 11:57:49,パレチェン,10
2026-05-21 11:57:50,自動起動,3210
2026-05-21 12:51:20,アラーム,100
2026-05-21 12:53:00,自動起動,5
2026-05-21 12:53:04,パレチェン,10
2026-05-21 12:53:05,自動起動,550
2026-05-21 13:02:15,パレチェン,10
2026-05-21 13:02:15,自動起動,697
2026-05-21 13:13:51,パレチェン,10
2026-05-21 13:13:52,自動起動,2628
2026-05-21 13:57:40,自動停止,80
2026-05-21 13:59:00,段取り,90
2026-05-21 14:00:30,自動停止,210
2026-05-21 14:04:00,段取り,480
2026-05-21 14:12:00,アラーム,630
2026-05-21 14:22:30,段取り,210
2026-05-21 14:26:00,自動停止,160
2026-05-21 14:28:40,パレチェン,10
2026-05-21 14:28:40,自動起動,10
2026-05-21 14:28:50,自動停止,30
2026-05-21 14:29:20,自動起動,100
2026-05-21 14:31:00,自動停止,110
2026-05-21 14:32:49,パレチェン,10
2026-05-21 14:32:50,自動起動,70
2026-05-21 14:34:00,自動停止,10
2026-05-21 14:34:10,自動起動,40
2026-05-21 14:34:50,自動停止,110
2026-05-21 14:36:40,自動起動,120
2026-05-21 14:38:40,自動停止,20
2026-05-21 14:39:00,自動起動,160
2026-05-21 14:41:40,自動停止,30
2026-05-21 14:42:10,自動起動,10
2026-05-21 14:42:20,段取り,10
2026-05-21 14:42:30,自動起動,404
2026-05-21 14:49:14,パレチェン,10
2026-05-21 14:49:14,自動起動,552
2026-05-21 14:58:26,パレチェン,10
2026-05-21 14:58:26,自動起動,24
2026-05-21 14:58:50,アラーム,110
2026-05-21 15:00:40,自動起動,4
2026-05-21 15:00:43,パレチェン,10
2026-05-21 15:00:44,自動起動,486
2026-05-21 15:08:50,自動停止,590
2026-05-21 15:18:40,自動起動,6
2026-05-21 15:18:45,パレチェン,10
2026-05-21 15:18:46,自動起動,554
2026-05-21 15:27:59,パレチェン,10
2026-05-21 15:28:00,自動起動,491
2026-05-21 15:36:10,パレチェン,10
2026-05-21 15:36:11,自動起動,553
2026-05-21 15:45:23,パレチェン,10
2026-05-21 15:45:24,自動起動,489
2026-05-21 15:53:32,パレチェン,10
2026-05-21 15:53:33,自動起動,556
2026-05-21 16:02:48,パレチェン,10
2026-05-21 16:02:49,自動起動,494
2026-05-21 16:11:02,パレチェン,10
2026-05-21 16:11:03,自動起動,555
2026-05-21 16:20:17,パレチェン,10
2026-05-21 16:20:18,自動起動,488
2026-05-21 16:28:25,パレチェン,10
2026-05-21 16:28:26,自動起動,1824
2026-05-21 16:58:50,自動停止,10
2026-05-21 16:59:00,段取り,350
2026-05-21 17:04:50,アラーム,10
2026-05-21 17:05:00,段取り,410
2026-05-21 17:11:50,自動起動,26
2026-05-21 17:12:15,パレチェン,10
2026-05-21 17:12:16,自動起動,854
2026-05-21 17:26:30,自動停止,90
2026-05-21 17:28:00,自動起動,691
2026-05-21 17:39:30,パレチェン,10
2026-05-21 17:39:31,自動起動,529
2026-05-21 17:48:19,パレチェン,10
2026-05-21 17:48:20,自動起動,679
2026-05-21 17:59:38,パレチェン,10
2026-05-21 17:59:39,自動起動,1461
2026-05-21 18:23:59,パレチェン,10
2026-05-21 18:24:00,自動起動,682
2026-05-21 18:35:21,パレチェン,10
2026-05-21 18:35:22,自動起動,493
2026-05-21 18:43:35,パレチェン,10
2026-05-21 18:43:35,自動起動,680
2026-05-21 18:54:54,パレチェン,10
2026-05-21 18:54:55,自動起動,814
2026-05-21 19:08:28,パレチェン,10
2026-05-21 19:08:29,自動起動,683
2026-05-21 19:19:51,パレチェン,10
2026-05-21 19:19:52,自動起動,486
2026-05-21 19:27:58,パレチェン,10
2026-05-21 19:27:58,自動起動,678
2026-05-21 19:39:15,パレチェン,10
2026-05-21 19:39:16,自動起動,491
2026-05-21 19:47:26,パレチェン,10
2026-05-21 19:47:27,自動起動,673
2026-05-21 19:58:40,自動停止,70
2026-05-21 19:59:50,段取り,230
2026-05-21 20:03:40,自動起動,3
2026-05-21 20:03:42,パレチェン,10
2026-05-21 20:03:43,自動起動,127
2026-05-21 20:05:50,アラーム,40
2026-05-21 20:06:30,自動起動,10
2026-05-21 20:06:40,アラーム,150
2026-05-21 20:09:10,自動起動,10
2026-05-21 20:09:20,アラーム,10
2026-05-21 20:09:30,自動起動,20
2026-05-21 20:09:50,アラーム,20
2026-05-21 20:10:10,自動起動,3188
2026-05-21 21:03:17,パレチェン,10
2026-05-21 21:03:18,自動起動,679
2026-05-21 21:14:36,パレチェン,10
2026-05-21 21:14:37,自動起動,489
2026-05-21 21:22:45,パレチェン,10
2026-05-21 21:22:46,自動起動,679
2026-05-21 21:34:04,パレチェン,10
2026-05-21 21:34:05,自動起動,494
2026-05-21 21:42:18,パレチェン,10
2026-05-21 21:42:19,自動起動,681
2026-05-21 21:53:39,パレチェン,10
2026-05-21 21:53:40,自動起動,687
2026-05-21 22:05:07,パレチェン,10
2026-05-21 22:05:07,自動起動,681
2026-05-21 22:16:27,パレチェン,10
2026-05-21 22:16:28,自動起動,565
2026-05-21 22:25:52,パレチェン,10
2026-05-21 22:25:53,自動起動,678
2026-05-21 22:37:11,パレチェン,10
2026-05-21 22:37:11,自動起動,648
2026-05-21 22:47:58,パレチェン,10
2026-05-21 22:47:59,自動起動,321
2026-05-21 22:53:20,段取り,40
2026-05-21 22:54:00,自動停止,10
2026-05-21 22:54:10,自動起動,355
2026-05-21 23:00:04,パレチェン,10
2026-05-21 23:00:05,自動起動,1419
2026-05-21 23:23:43,パレチェン,10
2026-05-21 23:23:44,自動起動,679
2026-05-21 23:35:02,パレチェン,10
2026-05-21 23:35:03,自動起動,457
2026-05-21 23:42:40,アラーム,40
2026-05-21 23:43:20,電源断,18400
