日時,ステータス,経過秒数
2026-02-06 05:00:00,電源断,12420
2026-02-06 08:27:00,段取り,3490
2026-02-06 09:25:10,自動起動,80
2026-02-06 09:26:30,自動停止,20
2026-02-06 09:26:50,自動起動,60
2026-02-06 09:27:50,自動停止,10
2026-02-06 09:28:00,自動起動,18310
2026-02-06 14:33:10,自動停止,10
2026-02-06 14:33:20,段取り,20
2026-02-06 14:33:40,自動起動,8970
2026-02-06 17:03:10,自動停止,100
2026-02-06 17:04:50,アラーム,50
2026-02-06 17:05:40,自動停止,10
2026-02-06 17:05:50,アラーム,30
2026-02-06 17:06:20,自動停止,10
2026-02-06 17:06:30,アラーム,10
2026-02-06 17:06:40,自動停止,130
2026-02-06 17:08:50,自動起動,16790
2026-02-06 21:48:40,アラーム,730
2026-02-06 22:00:50,段取り,110
2026-02-06 22:02:40,自動停止,30
2026-02-06 22:03:10,段取り,120
2026-02-06 22:05:10,自動停止,180
2026-02-06 22:08:10,アラーム,90
2026-02-06 22:09:40,自動停止,10
2026-02-06 22:09:50,アラーム,170
2026-02-06 22:12:40,自動停止,10
2026-02-06 22:12:50,アラーム,20
2026-02-06 22:13:10,自動停止,40
2026-02-06 22:13:50,アラーム,10
2026-02-06 22:14:00,自動停止,20
2026-02-06 22:14:20,段取り,70
2026-02-06 22:15:30,自動停止,10
2026-02-06 22:15:40,自動起動,10
2026-02-06 22:15:50,自動停止,10
2026-02-06 22:16:00,自動起動,30
2026-02-06 22:16:30,自動停止,10
2026-02-06 22:16:40,自動起動,10
2026-02-06 22:16:50,自動停止,10
2026-02-06 22:17:00,自動起動,420
2026-02-06 22:24:00,自動停止,40
2026-02-06 22:24:40,自動起動,1210
2026-02-06 22:44:50,自動停止,50
2026-02-06 22:45:40,自動起動,2690
2026-02-06 23:30:30,アラーム,50
2026-02-06 23:31:20,自動起動,1670
2026-02-06 23:59:10,自動停止,100
2026-02-07 00:00:50,段取り,90
2026-02-07 00:02:20,自動停止,40
2026-02-07 00:03:00,自動起動,90
2026-02-07 00:04:30,自動停止,10
2026-02-07 00:04:40,自動起動,30
2026-02-07 00:05:10,段取り,30
2026-02-07 00:05:40,自動起動,10
2026-02-07 00:05:50,自動停止,10
2026-02-07 00:06:00,自動起動,380
2026-02-07 00:12:20,自動停止,20
2026-02-07 00:12:40,段取り,50
2026-02-07 00:13:30,自動起動,5700
2026-02-07 01:48:30,段取り,500
2026-02-07 01:56:50,電源断,10990
