日時,ステータス,経過秒数
2026-05-13 05:00:00,電源断,12410
2026-05-13 08:28:19,段取り,1500
2026-05-13 08:53:24,自動起動,150
2026-05-13 08:55:57,段取り,110
2026-05-13 08:57:49,自動起動,150
2026-05-13 09:00:21,段取り,150
2026-05-13 09:02:52,自動起動,150
2026-05-13 09:05:22,段取り,560
2026-05-13 09:14:44,自動起動,160
2026-05-13 09:17:26,段取り,80
2026-05-13 09:18:49,自動起動,160
2026-05-13 09:21:32,段取り,1400
2026-05-13 09:44:56,自動停止,10
2026-05-13 09:45:06,段取り,60
2026-05-13 09:46:06,不明,20
2026-05-13 09:46:26,段取り,50
2026-05-13 09:47:17,不明,20
2026-05-13 09:47:37,段取り,10
2026-05-13 09:47:47,自動起動,90
2026-05-13 09:49:17,段取り,290
2026-05-13 09:54:08,自動起動,80
2026-05-13 09:55:28,自動停止,110
2026-05-13 09:57:18,段取り,50
2026-05-13 09:58:08,自動起動,30
2026-05-13 09:58:39,自動停止,20
2026-05-13 09:58:59,自動起動,70
2026-05-13 10:00:09,自動停止,740
2026-05-13 10:12:46,自動起動,500
2026-05-13 10:21:08,自動停止,50
2026-05-13 10:21:58,自動起動,240
2026-05-13 10:25:59,自動停止,80
2026-05-13 10:27:19,自動起動,380
2026-05-13 10:33:40,段取り,380
2026-05-13 10:40:01,自動起動,420
2026-05-13 10:47:02,段取り,5310
2026-05-13 12:16:07,不明,10
2026-05-13 12:16:17,段取り,2270
2026-05-13 12:54:28,自動起動,80
2026-05-13 12:55:48,自動停止,10
2026-05-13 12:55:58,自動起動,40
2026-05-13 12:56:38,段取り,90
2026-05-13 12:58:09,自動起動,750
2026-05-13 13:10:41,段取り,120
2026-05-13 13:12:41,自動起動,1720
2026-05-13 13:41:46,段取り,3370
2026-05-13 14:38:20,アラーム,130
2026-05-13 14:40:31,段取り,10
2026-05-13 14:40:41,アラーム,60
2026-05-13 14:41:41,段取り,30
2026-05-13 14:42:11,自動起動,10
2026-05-13 14:42:21,段取り,230
2026-05-13 14:46:12,自動起動,60
2026-05-13 14:47:12,段取り,120
2026-05-13 14:49:12,自動起動,780
2026-05-13 15:02:15,段取り,710
2026-05-13 15:14:07,自動起動,1200
2026-05-13 15:34:26,段取り,100
2026-05-13 15:36:07,自動起動,410
2026-05-13 15:42:58,段取り,70
2026-05-13 15:44:08,自動起動,3080
2026-05-13 16:35:48,段取り,2770
2026-05-13 17:22:06,不明,10
2026-05-13 17:22:16,段取り,30
2026-05-13 17:22:46,不明,10
2026-05-13 17:22:56,段取り,10
2026-05-13 17:23:06,不明,10
2026-05-13 17:23:16,段取り,70
2026-05-13 17:24:26,不明,10
2026-05-13 17:24:36,段取り,20
2026-05-13 17:24:56,不明,20
2026-05-13 17:25:17,段取り,10
2026-05-13 17:25:27,不明,20
2026-05-13 17:25:47,段取り,20
2026-05-13 17:26:07,不明,10
2026-05-13 17:26:17,段取り,30
2026-05-13 17:26:47,不明,70
2026-05-13 17:27:57,段取り,20
2026-05-13 17:28:17,不明,20
2026-05-13 17:28:37,段取り,10
2026-05-13 17:28:47,不明,20
2026-05-13 17:29:07,段取り,130
2026-05-13 17:31:18,不明,10
2026-05-13 17:31:28,段取り,20
2026-05-13 17:31:48,不明,10
2026-05-13 17:31:58,段取り,30
2026-05-13 17:32:28,不明,10
2026-05-13 17:32:38,段取り,10
2026-05-13 17:32:48,自動起動,10
2026-05-13 17:32:58,不明,10
2026-05-13 17:33:08,段取り,10
2026-05-13 17:33:18,不明,60
2026-05-13 17:34:18,段取り,20
2026-05-13 17:34:38,不明,10
2026-05-13 17:34:48,段取り,10
2026-05-13 17:34:58,不明,30
2026-05-13 17:35:28,段取り,10
2026-05-13 17:35:38,自動停止,10
2026-05-13 17:35:48,不明,20
2026-05-13 17:36:08,段取り,20
2026-05-13 17:36:28,不明,10
2026-05-13 17:36:38,段取り,20
2026-05-13 17:36:59,不明,10
2026-05-13 17:37:09,段取り,10
2026-05-13 17:37:19,不明,20
2026-05-13 17:37:39,段取り,10
2026-05-13 17:37:49,不明,60
2026-05-13 17:38:49,段取り,10
2026-05-13 17:38:59,不明,130
2026-05-13 17:41:09,段取り,60
2026-05-13 17:42:09,不明,10
2026-05-13 17:42:19,段取り,10
2026-05-13 17:42:29,不明,20
2026-05-13 17:42:49,段取り,50
2026-05-13 17:43:40,不明,110
2026-05-13 17:45:30,段取り,30
2026-05-13 17:46:00,不明,20
2026-05-13 17:46:20,段取り,10
2026-05-13 17:46:30,不明,20
2026-05-13 17:46:50,段取り,50
2026-05-13 17:47:40,不明,20
2026-05-13 17:48:00,段取り,10
2026-05-13 17:48:10,不明,20
2026-05-13 17:48:30,段取り,40
2026-05-13 17:49:11,自動起動,10
2026-05-13 17:49:21,自動停止,10
2026-05-13 17:49:31,自動起動,50
2026-05-13 17:50:21,段取り,80
2026-05-13 17:51:41,自動起動,320
2026-05-13 17:57:02,自動停止,10
2026-05-13 17:57:12,自動起動,90
2026-05-13 17:58:42,自動停止,20
2026-05-13 17:59:02,自動起動,40
2026-05-13 17:59:42,自動停止,10
2026-05-13 17:59:52,自動起動,280
2026-05-13 18:04:33,段取り,840
2026-05-13 18:18:36,電源断,38800
