日時,ステータス,経過秒数
2026-04-28 05:00:00,電源断,19120
2026-04-28 10:18:40,自動停止,8190
2026-04-28 12:35:10,段取り,1410
2026-04-28 12:58:40,自動停止,220
2026-04-28 13:02:20,段取り,480
2026-04-28 13:10:20,自動停止,10
2026-04-28 13:10:30,自動起動,50
2026-04-28 13:11:20,自動停止,10
2026-04-28 13:11:30,自動起動,10
2026-04-28 13:11:40,自動停止,10
2026-04-28 13:11:50,自動起動,320
2026-04-28 13:17:10,自動停止,60
2026-04-28 13:18:10,段取り,70
2026-04-28 13:19:20,自動停止,20
2026-04-28 13:19:40,自動起動,190
2026-04-28 13:22:50,自動停止,10
2026-04-28 13:23:00,段取り,110
2026-04-28 13:24:50,自動起動,30
2026-04-28 13:25:20,自動停止,1140
2026-04-28 13:44:20,段取り,680
2026-04-28 13:55:40,自動停止,10
2026-04-28 13:55:50,自動起動,40
2026-04-28 13:56:30,自動停止,20
2026-04-28 13:56:50,自動起動,300
2026-04-28 14:01:50,自動停止,20
2026-04-28 14:02:10,自動起動,90
2026-04-28 14:03:40,自動停止,2670
2026-04-28 14:48:10,段取り,6160
2026-04-28 16:30:50,自動起動,10
2026-04-28 16:31:00,自動停止,10
2026-04-28 16:31:10,段取り,40
2026-04-28 16:31:50,自動停止,20
2026-04-28 16:32:10,自動起動,10
2026-04-28 16:32:20,自動停止,10
2026-04-28 16:32:30,自動起動,60
2026-04-28 16:33:30,自動停止,40
2026-04-28 16:34:10,自動起動,80
2026-04-28 16:35:30,自動停止,10
2026-04-28 16:35:40,自動起動,80
2026-04-28 16:37:00,自動停止,50
2026-04-28 16:37:50,自動起動,880
2026-04-28 16:52:30,自動停止,230
2026-04-28 16:56:20,自動起動,30
2026-04-28 16:56:50,自動停止,40
2026-04-28 16:57:30,段取り,80
2026-04-28 16:58:50,自動起動,10
2026-04-28 16:59:00,自動停止,10
2026-04-28 16:59:10,自動起動,120
2026-04-28 17:01:10,自動停止,1210
2026-04-28 17:21:20,自動起動,20
2026-04-28 17:21:40,自動停止,10
2026-04-28 17:21:50,自動起動,10
2026-04-28 17:22:00,自動停止,10
2026-04-28 17:22:10,自動起動,50
2026-04-28 17:23:00,自動停止,20
2026-04-28 17:23:20,自動起動,110
2026-04-28 17:25:10,段取り,30
2026-04-28 17:25:40,自動停止,10
2026-04-28 17:25:50,自動起動,1330
2026-04-28 17:48:00,自動停止,110
2026-04-28 17:49:50,自動起動,120
2026-04-28 17:51:50,自動停止,10
2026-04-28 17:52:00,自動起動,460
2026-04-28 17:59:40,自動停止,1130
2026-04-28 18:18:30,段取り,150
2026-04-28 18:21:00,自動起動,10
2026-04-28 18:21:10,自動停止,10
2026-04-28 18:21:20,自動起動,30
2026-04-28 18:21:50,自動停止,30
2026-04-28 18:22:20,自動起動,900
2026-04-28 18:37:20,自動停止,120
2026-04-28 18:39:20,自動起動,30
2026-04-28 18:39:50,自動停止,10
2026-04-28 18:40:00,段取り,100
2026-04-28 18:41:40,自動起動,50
2026-04-28 18:42:30,自動停止,630
2026-04-28 18:53:00,自動起動,660
2026-04-28 19:04:00,自動停止,100
2026-04-28 19:05:40,自動起動,80
2026-04-28 19:07:00,自動停止,1260
2026-04-28 19:28:00,段取り,1130
2026-04-28 19:46:50,電源断,33190
