日時,ステータス,経過秒数
2026-03-28 05:00:00,電源断,5720
2026-03-28 06:35:20,自動停止,70
2026-03-28 06:36:30,段取り,790
2026-03-28 06:49:40,自動停止,10
2026-03-28 06:49:50,自動起動,1010
2026-03-28 07:06:40,自動停止,960
2026-03-28 07:22:40,自動起動,1020
2026-03-28 07:39:40,自動停止,200
2026-03-28 07:43:00,自動起動,1020
2026-03-28 08:00:00,自動停止,300
2026-03-28 08:05:00,自動起動,1020
2026-03-28 08:22:00,自動停止,180
2026-03-28 08:25:00,自動起動,1020
2026-03-28 08:42:00,自動停止,600
2026-03-28 08:52:00,自動起動,1020
2026-03-28 09:09:00,自動停止,1200
2026-03-28 09:29:00,自動起動,1020
2026-03-28 09:46:00,自動停止,380
2026-03-28 09:52:20,自動起動,1010
2026-03-28 10:09:10,自動停止,170
2026-03-28 10:12:00,自動起動,1020
2026-03-28 10:29:00,自動停止,180
2026-03-28 10:32:00,自動起動,1030
2026-03-28 10:49:10,自動停止,150
2026-03-28 10:51:40,自動起動,1030
2026-03-28 11:08:50,自動停止,600
2026-03-28 11:18:50,段取り,620
2026-03-28 11:29:10,電源断,63050
