日時,ステータス,経過秒数
2026-02-20 05:00:00,電源断,6630
2026-02-20 06:50:30,自動停止,18060
2026-02-20 11:51:30,段取り,30
2026-02-20 11:52:00,自動停止,190
2026-02-20 11:55:10,自動起動,1200
2026-02-20 12:15:10,自動停止,240
2026-02-20 12:19:10,自動起動,1180
2026-02-20 12:38:50,自動停止,160
2026-02-20 12:41:30,自動起動,1170
2026-02-20 13:01:00,自動停止,410
2026-02-20 13:07:50,自動起動,1190
2026-02-20 13:27:40,自動停止,170
2026-02-20 13:30:30,自動起動,1170
2026-02-20 13:50:00,自動停止,160
2026-02-20 13:52:40,自動起動,1180
2026-02-20 14:12:20,自動停止,170
2026-02-20 14:15:10,自動起動,1190
2026-02-20 14:35:00,自動停止,240
2026-02-20 14:39:00,自動起動,1180
2026-02-20 14:58:40,自動停止,550
2026-02-20 15:07:50,自動起動,1180
2026-02-20 15:27:30,自動停止,2070
2026-02-20 16:02:00,自動起動,1180
2026-02-20 16:21:40,自動停止,460
2026-02-20 16:29:20,自動起動,1190
2026-02-20 16:49:10,自動停止,180
2026-02-20 16:52:10,自動起動,1190
2026-02-20 17:12:00,自動停止,150
2026-02-20 17:14:30,自動起動,1180
2026-02-20 17:34:10,自動停止,300
2026-02-20 17:39:10,自動起動,1180
2026-02-20 17:58:50,自動停止,160
2026-02-20 18:01:30,自動起動,1180
2026-02-20 18:21:10,自動停止,170
2026-02-20 18:24:00,自動起動,1170
2026-02-20 18:43:30,自動停止,210
2026-02-20 18:47:00,自動起動,1180
2026-02-20 19:06:40,自動停止,250
2026-02-20 19:10:50,自動起動,1180
2026-02-20 19:30:30,自動停止,180
2026-02-20 19:33:30,自動起動,1170
2026-02-20 19:53:00,自動停止,160
2026-02-20 19:55:40,自動起動,1180
2026-02-20 20:15:20,自動停止,160
2026-02-20 20:18:00,段取り,20
2026-02-20 20:18:20,電源断,31300
