日時,ステータス,経過秒数
2026-03-03 05:00:00,電源断,12480
2026-03-03 08:28:00,自動停止,20
2026-03-03 08:28:20,自動起動,1090
2026-03-03 08:46:30,自動停止,1270
2026-03-03 09:07:40,自動起動,710
2026-03-03 09:19:30,自動停止,1000
2026-03-03 09:36:10,自動起動,60
2026-03-03 09:37:10,自動停止,1500
2026-03-03 10:02:10,自動起動,720
2026-03-03 10:14:10,自動停止,220
2026-03-03 10:17:50,自動起動,50
2026-03-03 10:18:40,自動停止,570
2026-03-03 10:28:10,自動起動,710
2026-03-03 10:40:00,自動停止,360
2026-03-03 10:46:00,自動起動,50
2026-03-03 10:46:50,自動停止,790
2026-03-03 11:00:00,自動起動,710
2026-03-03 11:11:50,自動停止,400
2026-03-03 11:18:30,自動起動,50
2026-03-03 11:19:20,自動停止,680
2026-03-03 11:30:40,自動起動,700
2026-03-03 11:42:20,自動停止,7780
2026-03-03 13:52:00,自動起動,50
2026-03-03 13:52:50,自動停止,460
2026-03-03 14:00:30,自動起動,710
2026-03-03 14:12:20,自動停止,530
2026-03-03 14:21:10,自動起動,50
2026-03-03 14:22:00,自動停止,780
2026-03-03 14:35:00,自動起動,710
2026-03-03 14:46:50,自動停止,950
2026-03-03 15:02:40,自動起動,50
2026-03-03 15:03:30,自動停止,440
2026-03-03 15:10:50,自動起動,700
2026-03-03 15:22:30,自動停止,160
2026-03-03 15:25:10,自動起動,60
2026-03-03 15:26:10,自動停止,480
2026-03-03 15:34:10,自動起動,700
2026-03-03 15:45:50,自動停止,210
2026-03-03 15:49:20,自動起動,60
2026-03-03 15:50:20,自動停止,450
2026-03-03 15:57:50,自動起動,700
2026-03-03 16:09:30,自動停止,1000
2026-03-03 16:26:10,段取り,160
2026-03-03 16:28:50,自動停止,20
2026-03-03 16:29:10,自動起動,20
2026-03-03 16:29:30,自動停止,60
2026-03-03 16:30:30,自動起動,40
2026-03-03 16:31:10,自動停止,310
2026-03-03 16:36:20,自動起動,40
2026-03-03 16:37:00,自動停止,10
2026-03-03 16:37:10,自動起動,50
2026-03-03 16:38:00,自動停止,270
2026-03-03 16:42:30,段取り,2240
2026-03-03 17:19:50,自動停止,10
2026-03-03 17:20:00,自動起動,200
2026-03-03 17:23:20,段取り,20
2026-03-03 17:23:40,自動起動,710
2026-03-03 17:35:30,自動停止,40
2026-03-03 17:36:10,段取り,1910
2026-03-03 18:08:00,自動起動,730
2026-03-03 18:20:10,自動停止,10
2026-03-03 18:20:20,段取り,1020
2026-03-03 18:37:20,自動停止,20
2026-03-03 18:37:40,自動起動,390
2026-03-03 18:44:10,自動停止,20
2026-03-03 18:44:30,段取り,510
2026-03-03 18:53:00,自動起動,300
2026-03-03 18:58:00,自動停止,20
2026-03-03 18:58:20,段取り,18100
2026-03-04 00:00:00,自動起動,60
2026-03-04 00:01:00,自動停止,10
2026-03-04 00:01:10,段取り,30
2026-03-04 00:01:40,自動停止,30
2026-03-04 00:02:10,自動起動,10
2026-03-04 00:02:20,自動停止,10
2026-03-04 00:02:30,自動起動,90
2026-03-04 00:04:00,段取り,40
2026-03-04 00:04:40,自動起動,180
2026-03-04 00:07:40,自動停止,2370
2026-03-04 00:47:10,段取り,30
2026-03-04 00:47:40,電源断,15140
