日時,ステータス,経過秒数
2026-01-26 05:00:00,電源断,8980
2026-01-26 07:29:40,自動停止,4120
2026-01-26 08:38:20,自動起動,1340
2026-01-26 09:00:40,自動停止,2900
2026-01-26 09:49:00,自動起動,1340
2026-01-26 10:11:20,自動停止,690
2026-01-26 10:22:50,自動起動,1340
2026-01-26 10:45:10,自動停止,410
2026-01-26 10:52:00,自動起動,1330
2026-01-26 11:14:10,自動停止,400
2026-01-26 11:20:50,自動起動,1320
2026-01-26 11:42:50,自動停止,430
2026-01-26 11:50:00,自動起動,1330
2026-01-26 12:12:10,自動停止,350
2026-01-26 12:18:00,自動起動,1330
2026-01-26 12:40:10,自動停止,320
2026-01-26 12:45:30,自動起動,1330
2026-01-26 13:07:40,自動停止,840
2026-01-26 13:21:40,自動起動,1330
2026-01-26 13:43:50,自動停止,310
2026-01-26 13:49:00,自動起動,1320
2026-01-26 14:11:00,自動停止,310
2026-01-26 14:16:10,自動起動,1330
2026-01-26 14:38:20,自動停止,300
2026-01-26 14:43:20,段取り,190
2026-01-26 14:46:30,自動起動,1340
2026-01-26 15:08:50,自動停止,3190
2026-01-26 16:02:00,自動起動,1330
2026-01-26 16:24:10,自動停止,320
2026-01-26 16:29:30,自動起動,1330
2026-01-26 16:51:40,自動停止,260
2026-01-26 16:56:00,自動起動,410
2026-01-26 17:02:50,自動停止,10
2026-01-26 17:03:00,段取り,4130
2026-01-26 18:11:50,自動起動,30
2026-01-26 18:12:20,自動停止,20
2026-01-26 18:12:40,段取り,210
2026-01-26 18:16:10,自動起動,30
2026-01-26 18:16:40,自動停止,90
2026-01-26 18:18:10,段取り,10
2026-01-26 18:18:20,自動停止,10
2026-01-26 18:18:30,自動起動,30
2026-01-26 18:19:00,自動停止,10
2026-01-26 18:19:10,自動起動,10
2026-01-26 18:19:20,自動停止,30
2026-01-26 18:19:50,自動起動,170
2026-01-26 18:22:40,自動停止,10
2026-01-26 18:22:50,段取り,120
2026-01-26 18:24:50,自動起動,3990
2026-01-26 19:31:20,自動停止,70
2026-01-26 19:32:30,段取り,180
2026-01-26 19:35:30,自動起動,50
2026-01-26 19:36:20,段取り,20
2026-01-26 19:36:40,自動停止,10
2026-01-26 19:36:50,自動起動,20
2026-01-26 19:37:10,自動停止,10
2026-01-26 19:37:20,自動起動,20
2026-01-26 19:37:40,自動停止,20
2026-01-26 19:38:00,段取り,20
2026-01-26 19:38:20,自動起動,90
2026-01-26 19:39:50,段取り,10
2026-01-26 19:40:00,自動起動,60
2026-01-26 19:41:00,段取り,30
2026-01-26 19:41:30,自動起動,120
2026-01-26 19:43:30,自動停止,20
2026-01-26 19:43:50,自動起動,60
2026-01-26 19:44:50,自動停止,10
2026-01-26 19:45:00,自動起動,10
2026-01-26 19:45:10,自動停止,10
2026-01-26 19:45:20,自動起動,160
2026-01-26 19:48:00,段取り,40
2026-01-26 19:48:40,自動起動,1740
2026-01-26 20:17:40,自動停止,10
2026-01-26 20:17:50,段取り,10
2026-01-26 20:18:00,自動停止,10
2026-01-26 20:18:10,段取り,30
2026-01-26 20:18:40,電源断,31280
