日時,ステータス,経過秒数
2026-06-05 05:00:00,電源断,6450
2026-06-05 06:47:30,自動停止,340
2026-06-05 06:53:10,自動起動,1090
2026-06-05 07:11:20,自動停止,8420
2026-06-05 09:31:40,段取り,10
2026-06-05 09:31:50,自動停止,20
2026-06-05 09:32:10,段取り,3810
2026-06-05 10:35:40,自動停止,110
2026-06-05 10:37:30,段取り,30
2026-06-05 10:38:00,自動停止,40
2026-06-05 10:38:40,段取り,1220
2026-06-05 10:59:00,自動停止,10
2026-06-05 10:59:10,自動起動,10
2026-06-05 10:59:20,自動停止,10
2026-06-05 10:59:30,段取り,10
2026-06-05 10:59:40,自動停止,10
2026-06-05 10:59:50,自動起動,70
2026-06-05 11:01:00,自動停止,10
2026-06-05 11:01:10,段取り,50
2026-06-05 11:02:00,自動停止,10
2026-06-05 11:02:10,自動起動,10
2026-06-05 11:02:20,自動停止,20
2026-06-05 11:02:40,自動起動,1270
2026-06-05 11:23:50,自動停止,4350
2026-06-05 12:36:20,自動起動,10
2026-06-05 12:36:30,自動停止,160
2026-06-05 12:39:10,自動起動,110
2026-06-05 12:41:00,自動停止,10
2026-06-05 12:41:10,段取り,220
2026-06-05 12:44:50,自動停止,40
2026-06-05 12:45:30,自動起動,50
2026-06-05 12:46:20,自動停止,10
2026-06-05 12:46:30,段取り,10
2026-06-05 12:46:40,自動起動,40
2026-06-05 12:47:20,自動停止,10
2026-06-05 12:47:30,自動起動,10
2026-06-05 12:47:40,自動停止,10
2026-06-05 12:47:50,自動起動,10
2026-06-05 12:48:00,段取り,20
2026-06-05 12:48:20,自動起動,140
2026-06-05 12:50:40,自動停止,20
2026-06-05 12:51:00,自動起動,10
2026-06-05 12:51:10,自動停止,10
2026-06-05 12:51:20,自動起動,50
2026-06-05 12:52:10,段取り,40
2026-06-05 12:52:50,自動停止,10
2026-06-05 12:53:00,自動起動,630
2026-06-05 13:03:30,自動停止,560
2026-06-05 13:12:50,自動起動,50
2026-06-05 13:13:40,段取り,20
2026-06-05 13:14:00,自動停止,10
2026-06-05 13:14:10,自動起動,2330
2026-06-05 13:53:00,自動停止,430
2026-06-05 14:00:10,自動起動,50
2026-06-05 14:01:00,段取り,150
2026-06-05 14:03:30,自動停止,10
2026-06-05 14:03:40,自動起動,1630
2026-06-05 14:30:50,自動停止,10
2026-06-05 14:31:00,段取り,10
2026-06-05 14:31:10,自動起動,640
2026-06-05 14:41:50,自動停止,10
2026-06-05 14:42:00,自動起動,50
2026-06-05 14:42:50,自動停止,340
2026-06-05 14:48:30,自動起動,50
2026-06-05 14:49:20,自動停止,20
2026-06-05 14:49:40,自動起動,2260
2026-06-05 15:27:20,自動停止,3760
2026-06-05 16:30:00,自動起動,50
2026-06-05 16:30:50,自動停止,110
2026-06-05 16:32:40,段取り,10149
2026-06-05 19:21:49,パレチェン,10
2026-06-05 19:21:49,段取り,1
2026-06-05 19:21:50,自動起動,840
2026-06-05 19:35:50,自動停止,30
2026-06-05 19:36:20,段取り,8260
2026-06-05 21:54:00,自動停止,10
2026-06-05 21:54:10,自動起動,670
2026-06-05 22:05:20,自動停止,300
2026-06-05 22:10:20,自動起動,54
2026-06-05 22:11:14,パレチェン,10
2026-06-05 22:11:14,自動起動,86
2026-06-05 22:12:40,段取り,30
2026-06-05 22:13:10,自動起動,10
2026-06-05 22:13:20,段取り,20
2026-06-05 22:13:40,自動起動,730
2026-06-05 22:25:50,自動停止,1250
2026-06-05 22:46:40,段取り,5330
2026-06-06 00:15:30,電源断,17050
