日時,ステータス,経過秒数
2026-04-10 05:00:00,電源断,6410
2026-04-10 06:46:50,自動停止,3550
2026-04-10 07:46:00,自動起動,1110
2026-04-10 08:04:30,自動停止,2810
2026-04-10 08:51:20,自動起動,1130
2026-04-10 09:10:10,自動停止,310
2026-04-10 09:15:20,自動起動,50
2026-04-10 09:16:10,自動停止,160
2026-04-10 09:18:50,自動起動,1170
2026-04-10 09:38:20,自動停止,370
2026-04-10 09:44:30,自動起動,1180
2026-04-10 10:04:10,自動停止,450
2026-04-10 10:11:40,自動起動,1180
2026-04-10 10:31:20,自動停止,140
2026-04-10 10:33:40,自動起動,1170
2026-04-10 10:53:10,自動停止,170
2026-04-10 10:56:00,自動起動,1170
2026-04-10 11:15:30,自動停止,260
2026-04-10 11:19:50,自動起動,1120
2026-04-10 11:38:30,自動停止,3530
2026-04-10 12:37:20,自動起動,50
2026-04-10 12:38:10,自動停止,140
2026-04-10 12:40:30,自動起動,1170
2026-04-10 13:00:00,自動停止,240
2026-04-10 13:04:00,自動起動,1170
2026-04-10 13:23:30,自動停止,270
2026-04-10 13:28:00,自動起動,1180
2026-04-10 13:47:40,自動停止,290
2026-04-10 13:52:30,自動起動,1170
2026-04-10 14:12:00,自動停止,380
2026-04-10 14:18:20,自動起動,1180
2026-04-10 14:38:00,自動停止,260
2026-04-10 14:42:20,自動起動,1170
2026-04-10 15:01:50,自動停止,210
2026-04-10 15:05:20,自動起動,1180
2026-04-10 15:25:00,自動停止,280
2026-04-10 15:29:40,自動起動,1170
2026-04-10 15:49:10,自動停止,190
2026-04-10 15:52:20,自動起動,1170
2026-04-10 16:11:50,自動停止,190
2026-04-10 16:15:00,自動起動,840
2026-04-10 16:29:00,自動停止,1220
2026-04-10 16:49:20,段取り,10
2026-04-10 16:49:30,電源断,170
2026-04-10 16:52:20,自動停止,510
2026-04-10 17:00:50,自動起動,320
2026-04-10 17:06:10,自動停止,80
2026-04-10 17:07:30,段取り,1280
2026-04-10 17:28:50,自動停止,10
2026-04-10 17:29:00,自動起動,20
2026-04-10 17:29:20,段取り,10
2026-04-10 17:29:30,自動起動,60
2026-04-10 17:30:30,段取り,20
2026-04-10 17:30:50,自動停止,10
2026-04-10 17:31:00,自動起動,2910
2026-04-10 18:19:30,自動停止,10
2026-04-10 18:19:40,段取り,560
2026-04-10 18:29:00,自動起動,50
2026-04-10 18:29:50,自動停止,10
2026-04-10 18:30:00,段取り,20
2026-04-10 18:30:20,自動停止,20
2026-04-10 18:30:40,段取り,110
2026-04-10 18:32:30,自動起動,580
2026-04-10 18:42:10,段取り,30
2026-04-10 18:42:40,自動停止,20
2026-04-10 18:43:00,自動起動,350
2026-04-10 18:48:50,自動停止,40
2026-04-10 18:49:30,自動起動,1170
2026-04-10 19:09:00,自動停止,70
2026-04-10 19:10:10,段取り,60
2026-04-10 19:11:10,自動起動,50
2026-04-10 19:12:00,自動停止,10
2026-04-10 19:12:10,自動起動,1420
2026-04-10 19:35:50,自動停止,10
2026-04-10 19:36:00,段取り,140
2026-04-10 19:38:20,自動起動,480
2026-04-10 19:46:20,自動停止,3180
2026-04-10 20:39:20,自動起動,1170
2026-04-10 20:58:50,自動停止,220
2026-04-10 21:02:30,自動起動,1170
2026-04-10 21:22:00,自動停止,160
2026-04-10 21:24:40,自動起動,1170
2026-04-10 21:44:10,自動停止,160
2026-04-10 21:46:50,自動起動,1160
2026-04-10 22:06:10,自動停止,300
2026-04-10 22:11:10,自動起動,1170
2026-04-10 22:30:40,自動停止,180
2026-04-10 22:33:40,自動起動,1180
2026-04-10 22:53:20,自動停止,150
2026-04-10 22:55:50,自動起動,1170
2026-04-10 23:15:20,自動停止,150
2026-04-10 23:17:50,自動起動,1180
2026-04-10 23:37:30,自動停止,140
2026-04-10 23:39:50,自動起動,1120
2026-04-10 23:58:30,自動停止,30
2026-04-10 23:59:00,自動起動,50
2026-04-10 23:59:50,自動停止,150
2026-04-11 00:02:20,自動起動,1120
2026-04-11 00:21:00,自動停止,30
2026-04-11 00:21:30,段取り,1570
2026-04-11 00:47:40,電源断,15140
