日時,ステータス,経過秒数
2026-02-25 05:00:00,電源断,5900
2026-02-25 06:38:20,自動停止,6090
2026-02-25 08:19:50,自動起動,1100
2026-02-25 08:38:10,自動停止,290
2026-02-25 08:43:00,段取り,130
2026-02-25 08:45:10,自動停止,1400
2026-02-25 09:08:30,段取り,1380
2026-02-25 09:31:30,自動停止,200
2026-02-25 09:34:50,段取り,30
2026-02-25 09:35:20,自動停止,30
2026-02-25 09:35:50,自動起動,70
2026-02-25 09:37:00,自動停止,80
2026-02-25 09:38:20,自動起動,1920
2026-02-25 10:10:20,自動停止,450
2026-02-25 10:17:50,自動起動,860
2026-02-25 10:32:10,自動停止,10
2026-02-25 10:32:20,自動起動,2020
2026-02-25 11:06:00,自動停止,10
2026-02-25 11:06:10,自動起動,2870
2026-02-25 11:54:00,自動停止,30
2026-02-25 11:54:30,自動起動,60
2026-02-25 11:55:30,自動停止,170
2026-02-25 11:58:20,自動起動,2060
2026-02-25 12:32:40,自動停止,230
2026-02-25 12:36:30,自動起動,2080
2026-02-25 13:11:10,自動停止,610
2026-02-25 13:21:20,自動起動,2060
2026-02-25 13:55:40,自動停止,20
2026-02-25 13:56:00,段取り,9020
2026-02-25 16:26:20,自動起動,50
2026-02-25 16:27:10,自動停止,40
2026-02-25 16:27:50,段取り,70
2026-02-25 16:29:00,自動停止,10
2026-02-25 16:29:10,自動起動,2020
2026-02-25 17:02:50,自動停止,160
2026-02-25 17:05:30,自動起動,2070
2026-02-25 17:40:00,自動停止,480
2026-02-25 17:48:00,自動起動,2060
2026-02-25 18:22:20,自動停止,190
2026-02-25 18:25:30,自動起動,2070
2026-02-25 19:00:00,自動停止,160
2026-02-25 19:02:40,自動起動,2070
2026-02-25 19:37:10,自動停止,160
2026-02-25 19:39:50,自動起動,2060
2026-02-25 20:14:10,自動停止,60
2026-02-25 20:15:10,段取り,370
2026-02-25 20:21:20,電源断,31120
