日時,ステータス,経過秒数
2026-04-03 05:00:00,電源断,6220
2026-04-03 06:43:40,自動停止,460
2026-04-03 06:51:20,自動起動,1100
2026-04-03 07:09:40,自動停止,5670
2026-04-03 08:44:10,自動起動,240
2026-04-03 08:48:10,自動停止,3460
2026-04-03 09:45:50,自動起動,700
2026-04-03 09:57:30,自動停止,400
2026-04-03 10:04:10,自動起動,240
2026-04-03 10:08:10,自動停止,400
2026-04-03 10:14:50,自動起動,700
2026-04-03 10:26:30,自動停止,510
2026-04-03 10:35:00,自動起動,240
2026-04-03 10:39:00,自動停止,2950
2026-04-03 11:28:10,段取り,930
2026-04-03 11:43:40,自動停止,160
2026-04-03 11:46:20,段取り,2980
2026-04-03 12:36:00,自動停止,190
2026-04-03 12:39:10,自動起動,210
2026-04-03 12:42:40,段取り,30
2026-04-03 12:43:10,自動起動,40
2026-04-03 12:43:50,自動停止,180
2026-04-03 12:46:50,自動起動,50
2026-04-03 12:47:40,自動停止,180
2026-04-03 12:50:40,自動起動,50
2026-04-03 12:51:30,自動停止,170
2026-04-03 12:54:20,自動起動,240
2026-04-03 12:58:20,自動停止,110
2026-04-03 13:00:10,自動起動,290
2026-04-03 13:05:00,自動停止,110
2026-04-03 13:06:50,自動起動,280
2026-04-03 13:11:30,自動停止,6960
2026-04-03 15:07:30,段取り,5730
2026-04-03 16:43:00,自動起動,50
2026-04-03 16:43:50,自動停止,10
2026-04-03 16:44:00,自動起動,10
2026-04-03 16:44:10,自動停止,10
2026-04-03 16:44:20,自動起動,50
2026-04-03 16:45:10,自動停止,90
2026-04-03 16:46:40,自動起動,150
2026-04-03 16:49:10,自動停止,40
2026-04-03 16:49:50,自動起動,140
2026-04-03 16:52:10,自動停止,170
2026-04-03 16:55:00,自動起動,140
2026-04-03 16:57:20,自動停止,190
2026-04-03 17:00:30,自動起動,140
2026-04-03 17:02:50,自動停止,50
2026-04-03 17:03:40,自動起動,140
2026-04-03 17:06:00,自動停止,30
2026-04-03 17:06:30,自動起動,140
2026-04-03 17:08:50,自動停止,30
2026-04-03 17:09:20,自動起動,90
2026-04-03 17:10:50,自動停止,10
2026-04-03 17:11:00,自動起動,40
2026-04-03 17:11:40,自動停止,30
2026-04-03 17:12:10,自動起動,140
2026-04-03 17:14:30,自動停止,30
2026-04-03 17:15:00,自動起動,140
2026-04-03 17:17:20,自動停止,30
2026-04-03 17:17:50,自動起動,130
2026-04-03 17:20:00,自動停止,30
2026-04-03 17:20:30,自動起動,140
2026-04-03 17:22:50,自動停止,30
2026-04-03 17:23:20,自動起動,140
2026-04-03 17:25:40,自動停止,30
2026-04-03 17:26:10,自動起動,150
2026-04-03 17:28:40,自動停止,30
2026-04-03 17:29:10,自動起動,130
2026-04-03 17:31:20,自動停止,30
2026-04-03 17:31:50,自動起動,140
2026-04-03 17:34:10,自動停止,30
2026-04-03 17:34:40,自動起動,140
2026-04-03 17:37:00,自動停止,170
2026-04-03 17:39:50,自動起動,90
2026-04-03 17:41:20,自動停止,10
2026-04-03 17:41:30,自動起動,40
2026-04-03 17:42:10,自動停止,110
2026-04-03 17:44:00,自動起動,140
2026-04-03 17:46:20,自動停止,20
2026-04-03 17:46:40,自動起動,140
2026-04-03 17:49:00,自動停止,2050
2026-04-03 18:23:10,段取り,810
2026-04-03 18:36:40,自動起動,280
2026-04-03 18:41:20,自動停止,390
2026-04-03 18:47:50,段取り,140
2026-04-03 18:50:10,自動停止,10
2026-04-03 18:50:20,自動起動,10
2026-04-03 18:50:30,自動停止,10
2026-04-03 18:50:40,自動起動,380
2026-04-03 18:57:00,自動停止,90
2026-04-03 18:58:30,段取り,2420
2026-04-03 19:38:50,自動停止,20
2026-04-03 19:39:10,段取り,10
2026-04-03 19:39:20,自動起動,60
2026-04-03 19:40:20,自動停止,10
2026-04-03 19:40:30,自動起動,2930
2026-04-03 20:29:20,自動停止,410
2026-04-03 20:36:10,段取り,290
2026-04-03 20:41:00,自動停止,10
2026-04-03 20:41:10,自動起動,50
2026-04-03 20:42:00,自動停止,10
2026-04-03 20:42:10,段取り,20
2026-04-03 20:42:30,自動起動,580
2026-04-03 20:52:10,自動停止,10
2026-04-03 20:52:20,段取り,20
2026-04-03 20:52:40,自動停止,10
2026-04-03 20:52:50,自動起動,290
2026-04-03 20:57:40,段取り,1810
2026-04-03 21:27:50,自動停止,10
2026-04-03 21:28:00,自動起動,10
2026-04-03 21:28:10,自動停止,10
2026-04-03 21:28:20,段取り,10
2026-04-03 21:28:30,自動起動,1480
2026-04-03 21:53:10,自動停止,60
2026-04-03 21:54:10,段取り,160
2026-04-03 21:56:50,自動停止,10
2026-04-03 21:57:00,自動起動,20
2026-04-03 21:57:20,自動停止,10
2026-04-03 21:57:30,段取り,20
2026-04-03 21:57:50,自動停止,10
2026-04-03 21:58:00,自動起動,460
2026-04-03 22:05:40,自動停止,90
2026-04-03 22:07:10,段取り,6230
2026-04-03 23:51:00,自動停止,10
2026-04-03 23:51:10,段取り,310
2026-04-03 23:56:20,自動停止,50
2026-04-03 23:57:10,自動起動,1510
2026-04-04 00:22:20,自動停止,150
2026-04-04 00:24:50,段取り,280
2026-04-04 00:29:30,電源断,16230
