日時,ステータス,経過秒数
2026-05-21 05:00:00,電源断,12910
2026-05-21 08:35:10,自動停止,470
2026-05-21 08:43:00,自動起動,1090
2026-05-21 09:01:10,自動停止,2120
2026-05-21 09:36:30,自動起動,9200
2026-05-21 12:09:50,自動停止,2220
2026-05-21 12:46:50,自動起動,6910
2026-05-21 14:42:00,自動停止,1770
2026-05-21 15:11:30,段取り,1120
2026-05-21 15:30:10,自動停止,10
2026-05-21 15:30:20,自動起動,70
2026-05-21 15:31:30,自動停止,20
2026-05-21 15:31:50,自動起動,10
2026-05-21 15:32:00,自動停止,190
2026-05-21 15:35:10,自動起動,4410
2026-05-21 16:48:40,自動停止,760
2026-05-21 17:01:20,自動起動,11670
2026-05-21 20:15:50,自動停止,1760
2026-05-21 20:45:10,自動起動,7220
2026-05-21 22:45:30,自動停止,1010
2026-05-21 23:02:20,自動起動,670
2026-05-21 23:13:30,自動停止,30
2026-05-21 23:14:00,段取り,360
2026-05-21 23:20:00,自動停止,10
2026-05-21 23:20:10,自動起動,1810
2026-05-21 23:50:20,自動停止,10
2026-05-21 23:50:30,段取り,380
2026-05-21 23:56:50,自動停止,10
2026-05-21 23:57:00,自動起動,2430
2026-05-22 00:37:30,自動停止,370
2026-05-22 00:43:40,電源断,15380
